liquibase.util.csv.CSVWriter;16;70.71067811865476

liquibase.changelog.OfflineChangeLogHistoryService;70;70.71067811865476

liquibase.changelog.ChangeLogHistoryServiceFactory;83;70.71067811865476

liquibase.changelog.ChangeLogHistoryServiceFactory;85;70.71067811865476

liquibase.database.OfflineConnection;93;70.71067811865476

liquibase.database.OfflineConnection;95;70.71067811865476

liquibase.changelog.OfflineChangeLogHistoryService;102;70.71067811865476

liquibase.changelog.OfflineChangeLogHistoryService;103;70.71067811865476

liquibase.changelog.OfflineChangeLogHistoryService;105;70.71067811865476

liquibase.changelog.OfflineChangeLogHistoryService;106;70.71067811865476

liquibase.changelog.OfflineChangeLogHistoryService;121;70.71067811865476

liquibase.changelog.OfflineChangeLogHistoryService;122;70.71067811865476

liquibase.changelog.OfflineChangeLogHistoryService;123;70.71067811865476

liquibase.changelog.OfflineChangeLogHistoryService;125;70.71067811865476

liquibase.database.OfflineConnection;259;70.71067811865476

liquibase.database.OfflineConnection$OutputLiquibaseSql;336;70.71067811865476

liquibase.database.OfflineConnection$OutputLiquibaseSql;339;70.71067811865476

liquibase.database.OfflineConnection$OutputLiquibaseSql;341;70.71067811865476

liquibase.database.core.HsqlDatabase;477;70.71067811865476

liquibase.database.core.HsqlDatabase;478;70.71067811865476

liquibase.database.core.HsqlDatabase;479;70.71067811865476

liquibase.database.OfflineConnection;64;61.237243569579455

liquibase.database.OfflineConnection;65;61.237243569579455

liquibase.database.OfflineConnection;66;61.237243569579455

liquibase.database.OfflineConnection;67;61.237243569579455

liquibase.database.OfflineConnection;75;61.237243569579455

liquibase.database.OfflineConnection;86;61.237243569579455

liquibase.database.OfflineConnection;88;61.237243569579455

liquibase.database.OfflineConnection;90;61.237243569579455

liquibase.database.OfflineConnection;92;61.237243569579455

liquibase.database.OfflineConnection;94;61.237243569579455

liquibase.database.OfflineConnection;118;61.237243569579455

liquibase.database.OfflineConnection$OutputLiquibaseSql;343;57.73502691896258

liquibase.resource.ClassLoaderResourceAccessor;34;54.77225575051661

liquibase.resource.ClassLoaderResourceAccessor;35;54.77225575051661

liquibase.database.AbstractJdbcDatabase;1194;54.77225575051661

liquibase.changelog.MockChangeLogHistoryService;39;50.0

liquibase.changelog.StandardChangeLogHistoryService;50;50.0

